Recommended to have a backup save in case something goes wrong.
-Default save location: C:\USERNAME\Documents\Need for Speed Heat "SaveGame" folder.

###CurrencyItemData###
22087748: 					BankCurrency
89926640: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersF_SetD
34159985: 					Car_Ford_F150Raptor_2017_FendersF_SetA
4238989269: 					Car_Porsche_911CarreraS993_1997_FendersF_SetA
2465342675: 					Car_Mazda_MX5_1996_FendersF_SetG
138953970: 					Car_Subaru_BRZPremium_2014_FendersF_SetF
30606579: 					Car_Ford_F150Raptor_2017_FendersR_SetE
13736121: 					Car_Audi_R8V10_2019_FendersF_SetE
51479289: 					Car_Plymouth_Barracuda_1970_FendersR_SetA
1793778314: 					Car_Ford_MustangGT_2015_FendersR_SetXB
3285266065: 					Car_Mazda_RX7SpiritR_2002_FendersF_SetE
1919470689: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersR_SetA
19600258: 					Car_Nissan_350Z_2006_FendersF_SetRCH
33515974: 					Car_Buick_GrandNational_1987_FendersF_SetD
36097922: 					Car_AlfaRomeo_GiuliaQV_2016_FendersR_SetE
7219083: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetC
1378709889: 					Car_BMW_M3E46_2003_FendersR_SetA
13124361: 					Car_McLaren_570S_2015_FendersF_SetFSP
17960681: 					Car_Infiniti_Q60S_2017_FendersF_SetA
34706990: 					Car_Mitsubishi_EvolutionX_2008_FendersF_SetD
9842255: 					Car_Porsche_CarreraS_2014_FendersR_SetB
12058773: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersF_SetEDY
56823886: 					Car_Jaguar_FTypeRCoupe_2015_FendersR_SetBRT
19576029: 					Bike_BMW_S1000RR_2019_FenderR_SetA
2045167600: 					Car_Honda_NSXTypeR_1992_FendersF_SetD
42644490: 					Car_Nissan_GTR_2017_FendersF_SetA
52628004: 					Car_AstonMartin_DB11_2017_FendersR_SetD
3852607957: 					Car_MercedesBenz_AMGGT_2015_FendersF_SetA
59003868: 					Car_BMW_M2Competition_2018_FendersF_SetI
3431083081: 					Car_Honda_CivicTypeR_2000_FendersR_SetXC
62977504: 					Car_BMW_M4_2017_FendersF_SetI
60391521: 					Car_SRT_ViperGTS_2014_FendersR_SetE
63724203: 					Car_Acura_NSX_2019_FendersF_SetD
37099746: 					Car_AlfaRomeo_GiuliaQV_2016_FendersF_SetC
62961589: 					Car_Chevrolet_CorvetteGS_2017_FendersR_SetA
29173712: 					Car_Porsche_PanameraTurbo_2017_FendersF_SetA
3265668580: 					Car_Mitsubishi_EvolutionMR_2008_FendersF_SetA
3077582677: 					Car_Volvo_242DL_1975_FendersF_SetA
3655063252: 					Car_Acura_RSXS_2004_FendersR_SetD
4157107730: 					Car_Subaru_BRZPremium_2014_FendersR_SetD
3365043122: 					Car_Nissan_Fairlady240ZG_1971_FendersF_SetF
41039545: 					Car_Acura_NSX_2019_FendersR_SetA
26413389: 					Car_Mini_CountrymanJCW_2017_FendersR_SetD
2066586537: 					Car_Lotus_ExigeS_2006_FendersR_SetXA
24973297: 					Car_Chevrolet_CorvetteGS_2017_FendersF_SetA
19644883: 					Car_Mini_CountrymanJCW_2017_FendersF_SetE
21272075: 					Bike_BMW_S1000RR_2019_FenderF_SetA
953372484: 					Car_Porsche_911CarreraRSR_1974_FendersR_SetD
23749761: 					Car_Chevrolet_CamaroSS_1967_FendersF_SetD
26963427: 					Car_Nissan_350Z_2006_FendersF_SetD
387636453: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersR_SetE
35954329: 					Car_Ferrari_Testarossa_1984_FendersF_SetA
62099567: 					Car_MercedesBenz_AMGGT_2015_FendersR_SetRT
1142517285: 					Car_Nissan_180sxTypeX_1996_FendersR_SetE
1342581655: 					Car_Nissan_SkylineGTRVSpecR32_1993_FendersF_SetC
249899236: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersR_SetD
12976910: 					Car_Subaru_ImprezaWRXSTi_2006_FendersR_SetB
51888268: 					Car_BMW_M4_2017_FendersR_SetCVD
2672846242: 					Car_Lamborghini_AventadorLP7404S_2018_FendersR_SetB
23331417: 					Car_Dodge_Charger_1969_FendersR_SetD
25662556: 					Car_AstonMartin_Vulcan_2017_FendersF_SetC
4084809382: 					Car_Mitsubishi_EvolutionMR_2008_FendersF_SetC
27528920: 					Car_Lamborghini_HuracanLP580_2018_FendersR_SetPFC
66103208: 					Car_Chevrolet_BelAir_1955_FendersF_SetC
17932737: 					Car_McLaren_P1GTRIcon_2015_FendersR_SetA
84266987: 					Car_Volkswagen_GolfGti_1974_FendersR_SetXC
35843987: 					Car_AlfaRomeo_GiuliaQV_2016_FendersR_SetB
2421682435: 					Car_Volkswagen_GolfGti_1974_FendersR_SetC
952712930: 					Car_McLaren_570S_2015_FendersR_SetB
3957176925: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersF_SetI
3877928391: 					Car_Subaru_BRZPremium_2014_FendersR_SetG
38966173: 					Car_MercedesBenz_AMGG63_2017_FendersF_SetB
2781363734: 					Car_Nissan_180sxTypeX_1996_FendersF_SetB
66247884: 					Car_McLaren_570S_2015_FendersR_SetD
53342955: 					Car_Chevrolet_CorvetteGS_2017_FendersF_SetC
14777266: 					Car_Porsche_9912GTRS_2018_FendersF_SetGT2
8434318: 					Car_Mitsubishi_EvolutionX_2008_FendersR_SetD
57374328: 					Car_Honda_CivicTypeR_2015_FendersF_SetB
2414004033: 					Car_Ford_MustangGT_2015_FendersR_SetA
22349914: 					Car_Infiniti_Q60S_2017_FendersR_SetA
37638871: 					Car_Nissan_350Z_2006_FendersR_SetCCM
44824297: 					Car_Polestar_1_2020_FendersR_SetHRO
64002724: 					Car_Jaguar_FTypeRCoupe_2015_FendersR_SetA
901310021: 					Car_Honda_S2000UltimateEdition_2009_FendersR_SetE
27069841: 					Car_Chevrolet_CorvetteGS_2017_FendersF_SetNFS
48369869: 					Car_Volkswagen_Beetle_1963_FendersF_SetB
7085584: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetD
37334764: 					Car_AlfaRomeo_GiuliaQV_2016_FendersR_SetC
55257960: 					Bike_Honda_CBR1000RR_2017_FenderR_SetA
18954114: 					Car_Chevrolet_ColoradoZR2_2017_FendersF_SetF
3800041751: 					Car_Volvo_242DL_1975_FendersF_SetC
4457164: 					Car_Ferrari_LaFerrari_2016_FendersR_SetFXX
42760800: 					Car_Mercury_Cougar_1967_FendersF_SetC
40788886: 					Bike_Honda_CB1100EX_2018_FenderF_SetA
12685014: 					Car_Mitsubishi_EvolutionX_2008_FendersR_SetB
3418230937: 					Car_Volkswagen_GolfGti_1974_FendersR_SetXA
14266502: 					Car_Plymouth_Barracuda_1970_FendersF_SetD
62594044: 					Car_Ford_GT_2017_FendersR_SetA
14799703: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetF
53878112: 					Car_Mercury_Cougar_1967_FendersR_SetA
35777082: 					Car_Ferrari_458Italia_2014_FendersF_SetA
34784086: 					Car_Porsche_PanameraTurbo_2017_FendersR_SetB
60347657: 					Car_Dodge_Charger_1969_FendersR_SetA
1065759553: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersR_SetA
932011201: 					Car_Lotus_ExigeS_2006_FendersR_SetA
56234522: 					Car_Infiniti_Q60S_2017_FendersR_SetD
7191259: 					Car_Subaru_ImprezaWRXSTi_2006_FendersF_SetF
3062845477: 					Car_Nissan_180sxTypeX_1996_FendersF_SetG
10802184: 					Car_Plymouth_Barracuda_1970_FendersR_SetF
30167635: 					Car_MercedesBenz_AMGG63_2017_FendersR_SetB
18324231: 					Car_Acura_NSX_2019_FendersF_SetB
14842912: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetH
2754619393: 					Car_BMW_M3E92Coupe_2012_FendersR_SetA
26955798: 					Car_BMW_i8_2018_FendersR_SetC
3655007314: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersF_SetF
48348096: 					Car_MercedesBenz_C63AMG_2017_FendersR_SetC
193137803: 					Car_Ford_Mustang_1965_FendersR_SetXA
3525015718: 					Car_Nissan_Fairlady240ZG_1971_FendersR_SetF
1749603527: 					Car_Mazda_MX5_1996_FendersF_SetB
155291537: 					Car_Nissan_SilviaSpecR_2002_FendersF_SetE
59727065: 					Car_Infiniti_Q60S_2017_FendersR_SetB
31144978: 					Car_Porsche_9912GTRS_2018_FendersF_SetA
380126209: 					Car_Lamborghini_HuracanLP580_2018_FendersR_SetA
3963366421: 					Car_Lamborghini_DiabloSuperVeloce_1995_FendersF_SetA
26788459: 					Car_BMW_X6M_2016_FendersR_SetA
43418360: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetG
2674351521: 					Car_Nissan_180sxTypeX_1996_FendersR_SetA
29555835: 					Car_AstonMartin_DB11_2017_FendersR_SetB
34657661: 					Car_BMW_M4_2017_FendersR_SetF
38788134: 					Car_BMW_M2Competition_2018_FendersF_SetC
1985498561: 					Car_Porsche_718CaymanGTS_2018_FendersR_SetGT4
3717955795: 					Car_Subaru_BRZPremium_2014_FendersF_SetG
47873762: 					Car_Subaru_ImprezaWRX_2010_FendersR_SetB
992664666: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersR_SetJ
29325911: 					Car_MercedesBenz_AMGA45_2016_FendersR_SetB
54629378: 					Car_LandRover_Defender110_2017_FendersR_SetC
25424143: 					Car_Nissan_GTR_2017_FendersF_SetR
6293143: 					Car_AstonMartin_Vulcan_2017_FendersF_SetA
49334816: 					Car_Nissan_Fairlady240ZG_1971_FendersF_SetG
47547505: 					Car_Chevrolet_CamaroZ28_2014_FendersR_SetXA
36479728: 					Car_Volkswagen_Beetle_1963_FendersR_SetC
4258759856: 					Car_Lotus_ExigeS_2006_FendersF_SetA
21198349: 					Car_Chevrolet_CamaroSS_1967_FendersR_SetA
178203270: 					Car_Nissan_180sxTypeX_1996_FendersR_SetF
13555391: 					Car_McLaren_570S_2015_FendersF_SetC
7694170: 					Car_Nissan_GTR_2017_FendersR_SetC
58570763: 					Car_Nissan_180sxTypeX_1996_FendersF_SetF
52324649: 					Car_Volkswagen_GolfGTi_2016_FendersR_SetB
64911405: 					Car_Honda_CivicTypeR_2015_FendersR_SetB
477119384: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersR_SetH
29564391: 					Car_Volvo_Amazon_1970_FendersF_SetC
3078876: 					Car_Acura_NSX_2019_FendersF_SetA
3351912479: 					Car_Mazda_MX5_2015_FendersF_SetXB
26049342: 					Car_Porsche_CarreraS_2014_FendersR_SetGT
54715615: 					Car_AlfaRomeo_GiuliaQV_2016_FendersF_SetE
1021488182: 					Car_Ford_FocusRS_2015_FendersF_SetB
4122789: 					Car_BMW_M4_2017_FendersF_SetF
12905711: 					Car_AstonMartin_Vulcan_2017_FendersR_SetC
3781340757: 					Car_Ford_FocusRS_2015_FendersF_SetA
66965760: 					Car_Chevrolet_ColoradoZR2_2017_FendersR_SetE
11733035: 					Car_Chevrolet_BelAir_1955_FendersR_SetA
60910426: 					Car_Nissan_370Z_2019_FendersR_SetB
682105601: 					Car_Mazda_RX7SpiritR_2002_FendersR_SetA
666481047: 					Car_Porsche_911CarreraS993_1997_FendersF_SetC
48575461: 					Car_Porsche_PanameraTurbo_2017_FendersR_SetC
50722501: 					Car_Chevrolet_BelAir_1955_FendersF_SetB
25447027: 					Car_McLaren_570S_2015_FendersF_SetSP
32377820: 					Bike_Honda_CBR1000RR_2017_FenderF_SetA
3155603331: 					Car_Honda_S2000UltimateEdition_2009_FendersR_SetC
22100225: 					Car_Chevrolet_CorvetteZ06_2013_FendersR_SetI
46244823: 					Car_BMW_M3E92Coupe_2012_FendersF_SetC
2702282581: 					Car_Dodge_ChallengerSRT_2014_FendersF_SetA
49262437: 					Car_MercedesBenz_AMGGT_2015_FendersR_SetMS
2962608429: 					Car_Nissan_180sxTypeX_1996_FendersR_SetM
11537061: 					Car_Buick_GrandNational_1987_FendersF_SetB
28072747: 					Car_AstonMartin_DB5_1964_FendersR_SetA
59167964: 					Car_Dodge_Charger_1969_FendersF_SetD
40568835: 					Car_Nissan_350Z_2006_FendersF_SetA
5964812: 					Car_Chevrolet_BelAir_1955_FendersR_SetD
66704761: 					Car_Volvo_Amazon_1970_FendersF_SetD
4245129250: 					Car_Ford_FocusRS_2015_FendersR_SetB
25370700: 					Car_MercedesBenz_AMGA45_2016_FendersR_SetC
17501431: 					Car_BMW_M2Competition_2018_FendersF_SetD
1880149653: 					Car_Chevrolet_CamaroZ28_2014_FendersF_SetA
961819: 					Car_BMW_Z4M40i_2019_FendersF_SetB
25850084: 					Car_BMW_X6M_2016_FendersF_SetC
1405290599: 					Car_Subaru_BRZPremium_2014_FendersF_SetE
53248442: 					Car_Nissan_350Z_2006_FendersR_SetD
57646906: 					Car_Ferrari_458Italia_2014_FendersR_SetA
38642518: 					Car_Nissan_370Z_2019_FendersR_SetNMO
28128494: 					Car_Ferrari_LaFerrari_2016_FendersChasF_SetEVO
34607445: 					Car_Lamborghini_Countach_1989_FendersR_SetC
1366923511: 					Car_Porsche_911CarreraRSR_1974_FendersF_SetC
4199421413: 					Car_Dodge_ChallengerSRT_2014_FendersF_SetXF
3540950602: 					Car_Subaru_ImprezaWRX_2010_FendersR_SetXB
28313163: 					Car_BMW_Z4M40i_2019_FendersR_SetA
7976108: 					Car_Volvo_Amazon_1970_FendersF_SetA
72496: 					Car_BMW_M4_2017_FendersF_SetD
21205982: 					Car_Lamborghini_Countach_1989_FendersF_SetB
724226: 					Car_MercedesBenz_AMGA45_2016_FendersF_SetC
22248200: 					Car_Audi_S5_2017_FendersF_SetC
67042601: 					Car_BMW_i8_2018_FendersR_SetRTC
2155237302: 					Car_Nissan_SkylineGTRVSpecR32_1993_FendersF_SetB
1485155682: 					Car_Porsche_9912GTRS_2018_FendersR_SetB
53789762: 					Car_Mercury_Cougar_1967_FendersR_SetD
3825571598: 					Car_Dodge_ChallengerSRT_2014_FendersR_SetXF
64741753: 					Car_Lamborghini_AventadorLP7404S_2018_FendersR_SetE
808823425: 					Car_Chevrolet_CamaroZ28_2014_FendersR_SetA
16148845: 					Car_Ford_CrownVictoriaPoliceInterceptor_2008_FendersR_SetA
4207789335: 					Car_Ford_MustangGT_2015_FendersF_SetC
11617331: 					Car_BMW_i8_2018_FendersF_SetC
57027836: 					Car_Volkswagen_Beetle_1963_FendersF_SetAD
181135: 					Car_Chevrolet_CamaroSS_1967_FendersR_SetC
1300144: 					Car_Lamborghini_AventadorLP7404S_2018_FendersR_SetSVJ
12811718: 					Car_Porsche_CarreraS_2014_FendersF_SetTS
15229811: 					Car_Porsche_718CaymanGTS_2018_FendersF_SetD
31761157: 					Car_Nissan_370Z_2019_FendersF_SetB
38452411: 					Car_Dodge_Charger_1969_FendersF_SetG
55339953: 					Car_Porsche_PanameraTurbo_2017_FendersF_SetB
950475986: 					Car_BMW_M2Competition_2018_FendersR_SetB
1620367: 					Car_Infiniti_Q60S_2017_FendersR_SetE
2937124835: 					Car_Subaru_BRZPremium_2014_FendersF_SetA
3740980894: 					Car_Subaru_BRZPremium_2014_FendersR_SetN
3672200502: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersF_SetB
40761753: 					Car_RangeRover_SportSVR_2018_FendersF_SetC
39404983: 					Car_MercedesBenz_AMGG63_2017_FendersR_SetA
51785914: 					Car_Jaguar_FTypeRCoupe_2015_FendersF_SetRT
2006256449: 					Car_Volvo_242DL_1975_FendersR_SetA
64625892: 					Car_Chevrolet_CamaroSS_1967_FendersF_SetB
9423653: 					Car_Chevrolet_BelAir_1955_FendersR_SetC
54594934: 					Car_Ford_Explorer_2011_FendersF_SetA
39452304: 					Car_Dodge_Charger_1969_FendersF_SetA
38552150: 					Car_McLaren_570S_2015_FendersF_SetCSP
27072594: 					Car_McLaren_570S_2015_FendersF_SetLT
1480289073: 					Car_SRT_ViperGTS_2014_FendersR_SetA
41535960: 					Car_Lamborghini_Countach_1989_FendersR_SetA
17043015: 					Car_Infiniti_Q60S_2017_FendersF_SetE
3021000513: 					Car_Honda_NSXTypeR_1992_FendersR_SetA
8311433: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersR_SetEDY
16586533: 					Car_Chevrolet_CamaroSS_1967_FendersR_SetB
3371839650: 					Car_Lamborghini_MurcielagoSV_2010_FendersR_SetB
1206899062: 					Car_Acura_RSXS_2004_FendersF_SetB
2110464098: 					Car_BMW_M4_2017_FendersR_SetB
49955938: 					Car_Buick_GrandNational_1987_FendersR_SetF
1788218627: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersR_SetC
61452091: 					Car_Mitsubishi_EvolutionX_2008_FendersR_SetNFS
227663857: 					Car_Nissan_SkylineGTRVspecR34_1999_FendersF_SetE
2639866789: 					Car_Porsche_911CarreraRSR_1974_FendersR_SetE
38454959: 					Car_Chevrolet_ColoradoZR2_2017_FendersF_SetA
1839973355: 					Car_Volvo_242DL_1975_FendersR_SetXC
11828590: 					Car_Pontiac_TransAm_1977_FendersR_SetD
8388316: 					Car_Ferrari_488GTB_2016_FendersF_SetA
47291782: 					Car_Porsche_918Spyder_2015_FendersR_SetA
730358515: 					Car_Chevrolet_CorvetteZ06_2013_FendersR_SetC
43520548: 					Car_Lamborghini_Countach_1989_FendersR_SetB
21084917: 					Car_Ford_F150Raptor_2017_FendersF_SetE
46077267: 					Car_AstonMartin_DB11_2017_FendersR_SetA
40018746: 					Car_Nissan_GTR_2017_FendersR_SetT
612750: 					Car_Audi_R8V10_2019_FendersR_SetE
3058730343: 					Car_Porsche_911CarreraRSR_1974_FendersR_SetG
4016448257: 					Car_McLaren_570S_2015_FendersR_SetA
3445238661: 					Car_Mazda_RX7SpiritR_2002_FendersR_SetE
21877046: 					Car_Audi_R8V10_2019_FendersR_SetA
57023329: 					Car_LandRover_Defender110_2017_FendersF_SetC
1332474166: 					Car_Honda_NSXTypeR_1992_FendersF_SetB
65337421: 					Car_Ferrari_488GTB_2016_FendersR_SetD
10609732: 					Car_Chevrolet_C10PickupStepside_1965_FendersR_SetE
1415923: 					Car_MercedesBenz_C63AMG_2017_FendersR_SetNFS
1611358178: 					Car_Lamborghini_HuracanLP580_2018_FendersR_SetB
2802635833: 					Car_Nissan_180sxTypeX_1996_FendersF_SetM
53235359: 					Car_Pontiac_TransAm_1977_FendersF_SetE
48244540: 					Car_MercedesBenz_AMGGT_2015_FendersF_SetMS
41926287: 					Car_Chevrolet_ColoradoZR2_2017_FendersF_SetE
4161491: 					Car_Lamborghini_HuracanLP580_2018_FendersR_SetD
52093804: 					Car_Nissan_GTR_2017_FendersR_SetQ
10769325: 					Car_Lamborghini_HuracanLP580_2018_FendersR_SetPFSB
16203026: 					Car_AstonMartin_DB11_2017_FendersR_SetE
3054459204: 					Car_Ford_MustangBoss302_1969_FendersF_SetA
63619425: 					Car_Lamborghini_AventadorLP7404S_2018_FendersF_SetE
38976320: 					Car_Ferrari_488GTB_2016_FendersR_SetPT
40993121: 					Car_Ferrari_488GTB_2016_FendersF_SetD
21670075: 					Car_BMW_M5_2017_FendersF_SetA
15896004: 					Car_Pontiac_TransAm_1977_FendersF_SetB
9953719: 					Car_Porsche_718CaymanGTS_2018_FendersR_SetE
47862487: 					Car_Lamborghini_DiabloSuperVeloce_1995_FendersR_SetD
38042501: 					Car_Porsche_918Spyder_2015_FendersR_SetE
61616294: 					Car_Mini_CountrymanJCW_2017_FendersF_SetB
53857943: 					Car_Audi_S5_2017_FendersR_SetC
30043252: 					Car_Chevrolet_CorvetteZ06_2013_FendersR_SetF
62666381: 					Car_Porsche_PanameraTurbo_2017_FendersR_SetA
27239640: 					Car_Volkswagen_GolfGTi_2016_FendersF_SetC
44894223: 					Car_MercedesBenz_AMGG63_2017_FendersF_SetC
1119199990: 					Car_Subaru_ImprezaWRX_2010_FendersF_SetB
60345747: 					Car_Volkswagen_Beetle_1963_FendersR_SetAD
25482919: 					Car_Audi_S5_2017_FendersR_SetD
3960065045: 					Car_Chevrolet_CorvetteZ06_2013_FendersF_SetA
51691608: 					Car_Audi_S5_2017_FendersF_SetD
4278713238: 					Car_Porsche_911CarreraRSR_1974_FendersF_SetB
23341514: 					Car_Buick_GrandNational_1987_FendersR_SetD
4094602: 					Car_Volvo_Amazon_1970_FendersF_SetF
2616635459: 					Car_Ford_Mustang_1965_FendersF_SetXB
45035118: 					Car_Volkswagen_GolfGTi_2016_FendersF_SetB
59762183: 					Car_Chevrolet_CamaroSS_1967_FendersF_SetC
24784972: 					Car_Nissan_GTR_2017_FendersR_SetB
1245318003: 					Car_Subaru_BRZPremium_2014_FendersR_SetE
5049459: 					Car_BMW_M4_2017_FendersF_SetH
38366713: 					Car_MercedesBenz_AMGGT_2015_FendersR_SetD
59142159: 					Car_Plymouth_Barracuda_1970_FendersF_SetF
63812124: 					Car_MercedesBenz_AMGA45_2016_FendersR_SetA
60020360: 					Car_MercedesBenz_AMGGT_2015_FendersF_SetGTR
11875103: 					Car_Subaru_ImprezaWRXSTi_2006_FendersR_SetC
15662832: 					Car_Chevrolet_CorvetteZ06_2013_FendersF_SetE
3093215075: 					Car_Nissan_180sxTypeX_1996_FendersR_SetC
59974460: 					Car_Polestar_1_2020_FendersF_SetB
57429278: 					Car_Ferrari_458Italia_2014_FendersF_SetB
3750557553: 					Car_MercedesBenz_AMGGT_2015_FendersR_SetA
3938313842: 					Car_Ford_MustangBoss302_1969_FendersR_SetB
57105648: 					Car_MercedesBenz_C63AMG_2017_FendersR_SetA
32604916: 					Car_Nissan_Fairlady240ZG_1971_FendersR_SetG
2413707: 					Car_Pagani_HuayraBC_2017_FendersF_SetA
2859544855: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersF_SetC
58298862: 					Car_LandRover_Defender110_2017_FendersR_SetA
37221057: 					Car_AstonMartin_DB5_1964_FendersR_SetC
16141688: 					Car_Nissan_Fairlady240ZG_1971_FendersF_SetB
35347632: 					Car_BMW_i8_2018_FendersR_SetLTO
2433144257: 					Car_Honda_S2000UltimateEdition_2009_FendersR_SetA
17791652: 					Car_Jaguar_FTypeRCoupe_2015_FendersF_SetC
33119722: 					Car_BMW_i8_2018_FendersR_SetA
1197372099: 					Car_Mazda_RX7SpiritR_2002_FendersR_SetC
20509933: 					Car_Chevrolet_CorvetteGS_2017_FendersR_SetB
56972878: 					Car_BMW_M2Competition_2018_FendersF_SetK
50522967: 					Car_MercedesBenz_C63AMG_2017_FendersF_SetA
8379257: 					Car_Mini_CountrymanJCW_2017_FendersR_SetB
5775679: 					Car_Nissan_350Z_2006_FendersR_SetRCH
22169076: 					Car_Honda_CivicTypeR_2015_FendersR_SetC
3501850324: 					Car_Mazda_MX5_1996_FendersR_SetD
139947: 					Car_Volkswagen_Beetle_1963_FendersR_SetORxA
519818519: 					Car_Honda_NSXTypeR_1992_FendersF_SetC
231672533: 					Car_BMW_M2Competition_2018_FendersF_SetA
8172516: 					Car_Porsche_PanameraTurbo_2017_FendersF_SetC
2758092329: 					Car_Ford_MustangGT_2015_FendersR_SetXA
3668920017: 					Car_Nissan_GTRSkylineKPGC10_1971_FendersF_SetE
56793533: 					Car_AlfaRomeo_GiuliaQV_2016_FendersF_SetA
37358758: 					Car_Mitsubishi_EvolutionX_2008_FendersF_SetF
21370385: 					Car_Jaguar_FTypeRCoupe_2015_FendersF_SetA
2497748556: 					Car_Volvo_242DL_1975_FendersR_SetXD
4164541303: 					Car_Nissan_180sxTypeX_1996_FendersF_SetC
54711107: 					Car_Nissan_GTR_2017_FendersR_SetR
32455283: 					Car_BMW_M5_2017_FendersF_SetC
22113030: 					Car_Subaru_BRZPremium_2014_FendersF_SetD
57163329: 					Car_Mazda_MX5_2015_FendersF_SetC
3176519831: 					Car_BMW_M3E30Evo2_1988_FendersF_SetC
407810466: 					Car_Porsche_911CarreraS993_1997_FendersR_SetB
4141842949: 					Car_BMW_M3E46_2003_FendersR_SetE
1421109801: 					Car_Volvo_242DL_1975_FendersR_SetXA
24439832: 					Car_Porsche_718CaymanGTS_2018_FendersR_SetA
#########################



###SpoilerItemData###
43710215: 					Car_Volkswagen_GolfGTi_2016_Spoiler_SetA
53464335: 					Car_Mitsubishi_EvolutionX_2008_Spoiler_SetA
3742900722: 					Car_Nissan_SkylineGTRVspecR34_1999_Spoiler_SetA
34289491: 					Car_Mini_CountrymanJCW_2017_Spoiler_SetA
22006078: 					Car_Jaguar_FTypeRCoupe_2015_Spoiler_SetDB
61897863: 					Car_Porsche_918Spyder_2015_Spoiler_SetF
64000465: 					Car_Nissan_350Z_2006_Spoiler_SetDP
62349441: 					Car_Ferrari_LaFerrari_2016_Spoiler_SetDI
33323809: 					Car_BMW_M3E46_2003_Spoiler_SetDP
1686591: 					Car_Ferrari_LaFerrari_2016_Spoiler_SetDF
49125212: 					Car_Ferrari_488GTB_2016_Spoiler_SetA
31446692: 					Car_Polestar_1_2020_Spoiler_SetC
2439375826: 					Car_Ford_MustangGT_2015_Spoiler_SetA
2606444489: 					Car_Dodge_ChallengerSRT_2014_Spoiler_SetXB
2339264244: 					Car_BMW_M3E92Coupe_2012_Spoiler_SetDC
55492477: 					Car_AstonMartin_Vulcan_2017_Spoiler_SetC
6153909: 					Car_Porsche_CarreraS_2014_Spoiler_SetDB
27762939: 					Car_Jaguar_FTypeRCoupe_2015_Spoiler_SetERT
4101506580: 					Car_Nissan_180sxTypeX_1996_Spoiler_SetDC
58944998: 					Car_Porsche_918Spyder_2015_Spoiler_SetG
16565574: 					Car_Lamborghini_AventadorLP7404S_2018_Spoiler_SetSVJR
55987633: 					Car_Mini_CountrymanJCW_2017_Spoiler_SetD
3884849351: 					Car_Subaru_BRZPremium_2014_Spoiler_SetB
7368252: 					Car_McLaren_570S_2015_Spoiler_SetDE
1106826325: 					Car_Nissan_GTRSkylineKPGC10_1971_Spoiler_SetDB
53785190: 					Car_MercedesBenz_C63AMG_2017_Spoiler_SetDE
64060899: 					Car_Jaguar_FTypeRCoupe_2015_Spoiler_SetD
2277173139: 					Car_Lamborghini_HuracanLP580_2018_Spoiler_SetDD
49691926: 					Car_Pontiac_TransAm_1977_Spoiler_SetDH
22584745: 					Car_AstonMartin_DB5_1964_Spoiler_SetDL
1676740929: 					Car_Subaru_BRZPremium_2014_Spoiler_SetD
15520742: 					Car_Ford_GT_2017_Spoiler_SetC
10256503: 					Car_Chevrolet_CamaroSS_1967_Spoiler_SetC
51997488: 					Car_Mazda_RX7SpiritR_2002_Spoiler_SetDP
46692012: 					Car_MercedesBenz_AMGA45_2016_Spoiler_SetB
52511087: 					Car_Chevrolet_CorvetteZ06_2013_Spoiler_SetF
39146994: 					Car_Chevrolet_CorvetteGS_2017_Spoiler_SetB
57860207: 					Car_AstonMartin_Vulcan_2017_Spoiler_SetB
5195762: 					Car_BMW_i8_2018_Spoiler_SetDO
4072070: 					Car_McLaren_P1GTRIcon_2015_Spoiler_SetA
27667467: 					Car_Ferrari_488GTB_2016_Spoiler_SetPT
23267196: 					Car_Volkswagen_GolfGTi_2016_Spoiler_SetE
1537047792: 					Car_Honda_NSXTypeR_1992_Spoiler_SetC
12462863: 					Car_BMW_Z4M40i_2019_Spoiler_SetDK
3986596241: 					Car_Honda_S2000UltimateEdition_2009_Spoiler_SetB
59179509: 					Car_Porsche_CarreraS_2014_Spoiler_SetA
46755011: 					Car_RangeRover_SportSVR_2018_Spoiler_SetDN
23564685: 					Car_Ferrari_488GTB_2016_Spoiler_SetDK
58316359: 					Car_Nissan_180sxTypeX_1996_Spoiler_SetDR
38664209: 					Car_Pagani_HuayraBC_2017_Spoiler_SetB
52631618: 					Car_Ford_GT_2017_Spoiler_SetF
29177968: 					Car_Plymouth_Barracuda_1970_Spoiler_SetDI
257059761: 					Car_Honda_NSXTypeR_1992_Spoiler_SetB
